Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3294,2 Games in 1: Sonic Battle & ChuChu Rocket!,GameBoy Advance,2005,Misc,THQ,0.44,0.16,0,0.01,0.61
3319,Final Fantasy IV Advance,GameBoy Advance,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61
3322,Harry Potter and the Goblet of Fire,GameBoy Advance,2005,Action,Electronic Arts,0.44,0.16,0,0.01,0.61
3824,Mario Tennis: Power Tour,GameBoy Advance,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52
3862,That's So Raven 2: Supernatural Style,GameBoy Advance,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52
3906,"SpongeBob SquarePants: Lights, Camera, Pants!",GameBoy Advance,2005,Misc,THQ,0.37,0.14,0,0.01,0.51
4090,Madagascar: Operation Penguin,GameBoy Advance,2005,Action,Activision,0.35,0.13,0,0.01,0.48
4218,Kong: The 8th Wonder of the World,GameBoy Advance,2005,Action,Ubisoft,0.33,0.12,0,0.01,0.47
4239,Disney's Kim Possible 3: Team Possible,GameBoy Advance,2005,Platform,Disney Interactive Studios,0.33,0.12,0,0.01,0.46
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GameBoy Advance,2005,Platform,THQ,0.33,0.12,0,0.01,0.45
4504,Flight Control Rocket,GameBoy Advance,2005,Simulation,THQ,0.31,0.12,0,0.01,0.43
4604,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GameBoy Advance,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,0.42
4811,The Incredibles: Rise of the Underminer,GameBoy Advance,2005,Action,THQ,0.29,0.11,0,0.01,0.4
4959,The Sims 2,GameBoy Advance,2005,Simulation,Electronic Arts,0.28,0.1,0,0.01,0.39
5000,The Cat in the Hat,GameBoy Advance,2005,Platform,Jack of All Games,0.27,0.1,0,0.01,0.38
5269,Backyard Baseball 2006,GameBoy Advance,2005,Sports,Atari,0.25,0.09,0,0.01,0.35
5353,Risk / Battleship / Clue,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.25,0.09,0,0.01,0.34
5422,Herbie: Fully Loaded,GameBoy Advance,2005,Racing,Disney Interactive Studios,0.24,0.09,0,0.01,0.34
5489,Shrek SuperSlam,GameBoy Advance,2005,Action,Activision,0.24,0.09,0,0.01,0.33
5569,Dr. Mario / Puzzle League,GameBoy Advance,2005,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33
5649,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GameBoy Advance,2005,Misc,N/A,0.23,0.08,0,0.01,0.32
5652,SpongeBob SquarePants: Double Pack,GameBoy Advance,2005,Platform,THQ,0.23,0.08,0,0.01,0.32
5750,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GameBoy Advance,2005,Action,THQ,0.22,0.08,0,0.01,0.31
5824,Ultimate Spider-Man,GameBoy Advance,2005,Action,Activision,0.22,0.08,0,0.01,0.3
5848,Lizzie McGuire 3: Homecoming Havoc,GameBoy Advance,2005,Platform,Disney Interactive Studios,0.22,0.08,0,0.01,0.3
5854,Charlie and the Chocolate Factory,GameBoy Advance,2005,Adventure,Global Star,0.22,0.08,0,0.01,0.3
6115,Dragon Ball GT: Transformation,GameBoy Advance,2005,Action,Atari,0.2,0.08,0,0.01,0.28
6136,Fantastic 4: Flame On,GameBoy Advance,2005,Action,Activision,0.2,0.08,0,0.01,0.28
6383,Connect Four / Perfection / Trouble,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.19,0.07,0,0,0.27
6494,Need for Speed: Most Wanted,GameBoy Advance,2005,Racing,Electronic Arts,0.19,0.07,0,0,0.26
6762,Sorry! / Aggravation / Scrabble Junior,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25
6776,Catz,GameBoy Advance,2005,Simulation,Ubisoft,0.18,0.06,0,0,0.24
6816,DK: King of Swing,GameBoy Advance,2005,Platform,Nintendo,0.17,0.06,0,0,0.24
6857,Ms. Pac-Man: Maze Madness / Pac-Man World,GameBoy Advance,2005,Puzzle,Namco Bandai Games,0.17,0.06,0,0,0.24
6884,Tony Hawk's American Sk8land,GameBoy Advance,2005,Sports,Activision,0.17,0.06,0,0,0.24
7035,Yu-Gi-Oh! GX: Duel Academy,GameBoy Advance,2005,Misc,Konami Digital Entertainment,0.17,0.06,0,0,0.23
7044,Madden NFL 06,GameBoy Advance,2005,Sports,Electronic Arts,0.17,0.06,0,0,0.23
7177,Danny Phantom: The Ultimate Enemy,GameBoy Advance,2005,Action,THQ,0.16,0.06,0,0,0.22
7535,CandyLand / Chutes & Ladders / Memory,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.15,0.05,0,0,0.2
7636,Namco Museum: 50th Anniversary,GameBoy Advance,2005,Misc,Namco Bandai Games,0.14,0.05,0,0,0.2
7945,Crash & Spyro Superpack,GameBoy Advance,2005,Platform,Vivendi Games,0.13,0.05,0,0,0.19
8028,Super Robot Taisen J,GameBoy Advance,2005,Strategy,Banpresto,0,0,0.18,0,0.18
8133,The Game of Life / Yahtzee / Payday,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.13,0.05,0,0,0.18
8196,Scooby-Doo! Unmasked,GameBoy Advance,2005,Platform,THQ,0.13,0.05,0,0,0.18
8291,Hello Kitty: Happy Party Pals,GameBoy Advance,2005,Misc,THQ,0.12,0.05,0,0,0.17
8310,Tak: The Great Juju Challenge,GameBoy Advance,2005,Platform,THQ,0.12,0.05,0,0,0.17
8329,Batman Begins,GameBoy Advance,2005,Action,Electronic Arts,0.12,0.05,0,0,0.17
8439,Mousetrap / Operation / Simon,GameBoy Advance,2005,Misc,DSI Games,0.12,0.04,0,0,0.17
8518,Let's Ride: Sunshine Stables,GameBoy Advance,2005,Sports,DTP Entertainment,0.12,0.04,0,0,0.16
8657,Power Rangers Double Pack,GameBoy Advance,2005,Action,THQ,0.11,0.04,0,0,0.16
8772,Cartoon Network Collection: Game Boy Advance Video Special Edition,GameBoy Advance,2005,Misc,N/A,0.11,0.04,0,0,0.15
8800,The Fairly Odd Parents: Clash with the Anti-World,GameBoy Advance,2005,Adventure,THQ,0.11,0.04,0,0,0.15
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GameBoy Advance,2005,Action,THQ,0.11,0.04,0,0,0.15
8969,Barbie Superpack: Secret Agent / Groovy Games,GameBoy Advance,2005,Misc,Vivendi Games,0.1,0.04,0,0,0.15
8983,Sonic Advance & Sonic Pinball Party Combo Pack,GameBoy Advance,2005,Misc,Sega,0.1,0.04,0,0,0.15
9053,Shrek 2 and Shark Tale 2-in-1 Pack,GameBoy Advance,2005,Misc,Activision,0.1,0.04,0,0,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GameBoy Advance,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14
9364,Paperboy / Rampage,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GameBoy Advance,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GameBoy Advance,2005,Racing,THQ,0.09,0.03,0,0,0.12
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GameBoy Advance,2005,Misc,Vivendi Games,0.09,0.03,0,0,0.12
9864,The Bible Game,GameBoy Advance,2005,Misc,Crave Entertainment,0.09,0.03,0,0,0.12
9874,"Ed, Edd n Eddy: The Mis-Edventures",GameBoy Advance,2005,Platform,Midway Games,0.08,0.03,0,0,0.12
10132,Pac-Man Pinball Advance,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.08,0.03,0,0,0.11
10195,Pac-Man World 2,GameBoy Advance,2005,Action,Zoo Digital Publishing,0.08,0.03,0,0,0.11
10342,Dynasty Warriors Advance,GameBoy Advance,2005,Action,Nintendo,0.08,0.03,0,0,0.11
10350,Mega Man Zero 4,GameBoy Advance,2005,Platform,Capcom,0.08,0.03,0,0,0.11
10453,Banjo-Pilot,GameBoy Advance,2005,Racing,THQ,0.07,0.03,0,0,0.1
10882,Barbie and the Magic of Pegasus,GameBoy Advance,2005,Action,Vivendi Games,0.07,0.02,0,0,0.09
11057,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GameBoy Advance,2005,Platform,Activision,0.06,0.02,0,0,0.09
11297,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GameBoy Advance,2005,Adventure,Activision,0.06,0.02,0,0,0.08
11369,Board Game Classics,GameBoy Advance,2005,Misc,"Destination Software, Inc",0.06,0.02,0,0,0.08
11689,Dragon Ball Z: The Legacy of Goku I & II,GameBoy Advance,2005,Role-Playing,Atari,0.05,0.02,0,0,0.08
11795,Winx Club,GameBoy Advance,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0,0.07
11832,Pong / Asteroids / Yars' Revenge,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
12008,Let's Ride! Dreamer,GameBoy Advance,2005,Adventure,DTP Entertainment,0.05,0.02,0,0,0.07
12150,FIFA Soccer 06,GameBoy Advance,2005,Sports,Electronic Arts,0.05,0.02,0,0,0.07
12159,everGirl,GameBoy Advance,2005,Adventure,THQ,0.05,0.02,0,0,0.07
12192,Centipede / Breakout / Warlords,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0,0.07
12222,Gunstar Super Heroes,GameBoy Advance,2005,Shooter,Sega,0.05,0.02,0,0,0.07
12316,Rayman: Hoodlum's Revenge,GameBoy Advance,2005,Platform,Ubisoft,0.05,0.02,0,0,0.06
12403,2 Games in 1: Sonic Pinball Party & Columns Crown,GameBoy Advance,2005,Misc,Sega,0.04,0.02,0,0,0.06
12435,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GameBoy Advance,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0,0.06
12524,Tokyo Xtreme Racer Advance,GameBoy Advance,2005,Racing,Crave Entertainment,0.04,0.02,0,0,0.06
12561,Ford Racing 3,GameBoy Advance,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0,0.06
12588,Hi Hi Puffy AmiYumi: Kaznapped,GameBoy Advance,2005,Action,D3Publisher,0.04,0.02,0,0,0.06
12754,Scrabble Blast!,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0,0.06
12836,Rebelstar: Tactical Command,GameBoy Advance,2005,Strategy,Atari,0.04,0.01,0,0,0.05
13029,Sigma Star Saga,GameBoy Advance,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05
13161,Ty the Tasmanian Tiger 3: Night of the Quinkan,GameBoy Advance,2005,Action,Zoo Digital Publishing,0.04,0.01,0,0,0.05
13394,The Berenstain Bears and the Spooky Old Tree,GameBoy Advance,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05
13461,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GameBoy Advance,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04
13476,Millipede / Super Breakout / Lunar Lander,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13512,Trollz: Hair Affair!,GameBoy Advance,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04
13542,Chicken Shoot,GameBoy Advance,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13923,Super Army War,GameBoy Advance,2005,Action,Flashpoint Games,0.03,0.01,0,0,0.04
13950,Big Mutha Truckers,GameBoy Advance,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13981,Gumby vs. the Astrobots,GameBoy Advance,2005,Action,Namco Bandai Games,0.03,0.01,0,0,0.04
14124,Care Bears - Care Quest,GameBoy Advance,2005,Action,Game Factory,0.02,0.01,0,0,0.03
14138,Sky Dancers,GameBoy Advance,2005,Action,Crave Entertainment,0.02,0.01,0,0,0.03
14197,Backyard NFL Football 2006,GameBoy Advance,2005,Sports,Atari,0.02,0.01,0,0,0.03
14227,James Pond: Codename Robocod,GameBoy Advance,2005,Platform,Play It,0.02,0.01,0,0,0.03
14265,Driv3r,GameBoy Advance,2005,Racing,Atari,0.02,0.01,0,0,0.03
14301,Elf Bowling 1 & 2,GameBoy Advance,2005,Sports,Ignition Entertainment,0.02,0.01,0,0,0.03
14329,Chicken Shoot 2,GameBoy Advance,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14357,Totally Spies!,GameBoy Advance,2005,Platform,Atari,0.02,0.01,0,0,0.03
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,GameBoy Advance,2005,Misc,Majesco Entertainment,0.02,0.01,0,0,0.03
14506,Marble Madness / Klax,GameBoy Advance,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14536,Atomic Betty,GameBoy Advance,2005,Puzzle,Atari,0.02,0.01,0,0,0.03
14555,Popeye: Rush for Spinach,GameBoy Advance,2005,Platform,Atari,0.02,0.01,0,0,0.03
14663,Kong: King of Atlantis,GameBoy Advance,2005,Action,THQ,0.02,0.01,0,0,0.03
14822,Franklin the Turtle,GameBoy Advance,2005,Misc,Game Factory,0.02,0.01,0,0,0.03
14827,Gauntlet / Rampart,GameBoy Advance,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,0.03
14923,Spy Hunter / Super Sprint,GameBoy Advance,2005,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.02
15328,Nicktoons Collection: Game Boy Advance Video Volume 3,GameBoy Advance,2005,Misc,N/A,0.01,0.01,0,0,0.02
15340,Shonen Jump's Shaman King: Master of Spirits 2,GameBoy Advance,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15635,Ultimate Puzzle Games,GameBoy Advance,2005,Puzzle,Telegames,0.01,0,0,0,0.02
15922,Rayman 10th Anniversary,GameBoy Advance,2005,Platform,Ubisoft,0.01,0,0,0,0.02
16074,World Poker Tour,GameBoy Advance,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01
16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GameBoy Advance,2005,Misc,N/A,0.01,0,0,0,0.01
16338,Whac-A-Mole,GameBoy Advance,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16500,Snood 2: On Vacation,GameBoy Advance,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
1807,Cars,GameBoy Advance,2006,Racing,THQ,0.81,0.3,0,0.02,1.13
4213,Pirates of the Caribbean: Dead Man's Chest,GameBoy Advance,2006,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47
4849,Mother 3,GameBoy Advance,2006,Role-Playing,Nintendo,0,0,0.39,0.01,0.4
5857,Rhythm Tengoku,GameBoy Advance,2006,Misc,Nintendo,0,0,0.3,0.01,0.3
6129,Yu-Gi-Oh! Double Pack,GameBoy Advance,2006,Role-Playing,Konami Digital Entertainment,0.2,0.08,0,0.01,0.28
6146,Final Fantasy VI Advance,GameBoy Advance,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28
6326,Over the Hedge,GameBoy Advance,2006,Platform,Activision,0.19,0.07,0,0,0.27
6493,Final Fantasy V Advance,GameBoy Advance,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.26
6511,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GameBoy Advance,2006,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26
6629,Ice Age 2: The Meltdown,GameBoy Advance,2006,Platform,Vivendi Games,0.18,0.07,0,0,0.25
8499,Paws & Claws: Pet Resort,GameBoy Advance,2006,Simulation,THQ,0.12,0.04,0,0,0.16
8502,Curious George,GameBoy Advance,2006,Action,Namco Bandai Games,0.12,0.04,0,0,0.16
9530,Walt Disney Pictures Presents: The Wild,GameBoy Advance,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13
10790,Castlevania Double Pack,GameBoy Advance,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0,0.1
11201,LEGO Star Wars II: The Original Trilogy,GameBoy Advance,2006,Action,LucasArts,0.06,0.02,0,0,0.09
11249,Monster House,GameBoy Advance,2006,Adventure,THQ,0.06,0.02,0,0,0.09
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GameBoy Advance,2006,Action,Banpresto,0,0,0.07,0,0.07
12104,Sudoku Fever,GameBoy Advance,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0,0.07
12172,X-Men: The Official Game,GameBoy Advance,2006,Action,Activision,0.05,0.02,0,0,0.07
13239,Barnyard,GameBoy Advance,2006,Action,THQ,0.03,0.01,0,0,0.05
14068,The Ant Bully,GameBoy Advance,2006,Platform,Midway Games,0.03,0.01,0,0,0.04
14143,Yggdra Union: We'll Never Fight Alone,GameBoy Advance,2006,Role-Playing,Sting,0,0,0.03,0,0.03
14254,FIFA World Cup: Germany 2006,GameBoy Advance,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14443,Eyeshield 21: DevilBats DevilDays,GameBoy Advance,2006,Role-Playing,Nintendo,0,0,0.03,0,0.03
14607,Power Poke Dash,GameBoy Advance,2006,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14629,Calcio Bit,GameBoy Advance,2006,Sports,Nintendo,0,0,0.03,0,0.03
14733,Greg Hastings' Tournament Paintball Max'd,GameBoy Advance,2006,Shooter,Activision,0.02,0.01,0,0,0.03
14817,Madden NFL 07,GameBoy Advance,2006,Sports,Electronic Arts,0.02,0.01,0,0,0.03
14835,Justice League Heroes: The Flash,GameBoy Advance,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GameBoy Advance,2006,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.03
15411,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GameBoy Advance,2006,Action,Atari,0.01,0.01,0,0,0.02
15523,The Cheetah Girls,GameBoy Advance,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02
15528,Teenage Mutant Ninja Turtles Double Pack,GameBoy Advance,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02
15536,Shrek / Shark Tale Game Boy Advance Video,GameBoy Advance,2006,Misc,Hasbro Interactive,0.01,0,0,0,0.02
15769,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GameBoy Advance,2006,Action,Crave Entertainment,0.01,0,0,0,0.02
15904,Games Explosion!,GameBoy Advance,2006,Action,THQ,0.01,0,0,0,0.02
16151,Hot Wheels: Stunt Track Challenge / World Race,GameBoy Advance,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
16323,Tringo,GameBoy Advance,2006,Puzzle,Liquid Games,0.01,0,0,0,0.01
16501,The Land Before Time: Into the Mysterious Beyond,GameBoy Advance,2006,Platform,Game Factory,0.01,0,0,0,0.01
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GameBoy Advance,2007,Action,THQ,1.26,0.47,0,0.03,1.76
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GameBoy Advance,2007,Misc,N/A,0.87,0.32,0,0.02,1.21
7078,Barbie as The Island Princess,GameBoy Advance,2007,Adventure,Activision,0.16,0.06,0,0,0.23
7705,Ratatouille,GameBoy Advance,2007,Action,THQ,0.14,0.05,0,0,0.2
15707,Cabbage Patch Kids: The Patch Puppy Rescue,GameBoy Advance,2007,Misc,D3Publisher,0.01,0,0,0,0.02
16401,Petz: Hamsterz Life 2,GameBoy Advance,2007,Misc,Ubisoft,0.01,0,0,0,0.01
650,Frogger's Adventures: Temple of the Frog,GameBoy Advance,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39
2788,WarioWare: Twisted!,GameBoy Advance,N/A,Puzzle,Unknown,0.16,0.06,0.5,0.02,0.74
3051,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GameBoy Advance,N/A,Action,Disney Interactive Studios,0.48,0.18,0,0.01,0.67
5197,Cubix Robots for Everyone: Clash 'n' Bash,GameBoy Advance,N/A,Action,Unknown,0.26,0.1,0,0.01,0.36
6274,The Legend of Zelda: The Minish Cap(weekly JP sales),GameBoy Advance,N/A,Action,N/A,0,0,0.27,0.01,0.27
8225,Teen Titans,GameBoy Advance,N/A,Action,Unknown,0.13,0.05,0,0,0.17
9312,Disney's Cinderella: Magical Dreams,GameBoy Advance,N/A,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14
11110,Super Puzzle Fighter II,GameBoy Advance,N/A,Puzzle,Capcom,0.06,0.02,0,0,0.09
12931,Drill Dozer,GameBoy Advance,N/A,Platform,Unknown,0.04,0.01,0,0,0.05
108,Super Smash Bros. Melee,Nintendo GameCube,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07
111,Mario Kart: Double Dash!!,Nintendo GameCube,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95
136,Super Mario Sunshine,Nintendo GameCube,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31
233,The Legend of Zelda: The Wind Waker,Nintendo GameCube,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6
357,Luigi's Mansion,Nintendo GameCube,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
436,Animal Crossing,Nintendo GameCube,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
520,Metroid Prime,Nintendo GameCube,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
602,Sonic Adventure 2 Battle,Nintendo GameCube,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56
605,Pokémon Colosseum,Nintendo GameCube,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
627,Mario Party 4,Nintendo GameCube,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
718,Paper Mario: The Thousand-Year Door,Nintendo GameCube,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
805,Mario Party 5,Nintendo GameCube,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
827,Sonic Mega Collection,Nintendo GameCube,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
909,Star Wars Rogue Leader: Rogue Squadron II,Nintendo GameCube,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
921,Star Fox Adventures,Nintendo GameCube,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
1072,Resident Evil 4,Nintendo GameCube,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1109,Mario Party 6,Nintendo GameCube,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1127,Pikmin,Nintendo GameCube,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1139,Kirby Air Ride,Nintendo GameCube,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
1146,Super Mario Strikers,Nintendo GameCube,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1159,Sonic Heroes,Nintendo GameCube,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
1162,The Legend of Zelda: Twilight Princess,Nintendo GameCube,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
1185,Mario Party 7,Nintendo GameCube,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
1227,Mario Golf: Toadstool Tour,Nintendo GameCube,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53
1241,Super Monkey Ball 2,Nintendo GameCube,2002,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52
1253,SoulCalibur II,Nintendo GameCube,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5
1269,Final Fantasy: Crystal Chronicles,Nintendo GameCube,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49
1307,Super Monkey Ball,Nintendo GameCube,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
1310,Mario Superstar Baseball,Nintendo GameCube,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46
1365,Resident Evil (Remake),Nintendo GameCube,2002,Action,Capcom,0.63,0.38,0.35,0.05,1.42
1371,LEGO Star Wars: The Video Game,Nintendo GameCube,2005,Action,Eidos Interactive,1.09,0.28,0,0.04,1.41
1462,Donkey Kong Jungle Beat,Nintendo GameCube,2004,Platform,Nintendo,0.84,0.22,0.24,0.04,1.34
1478,Metroid Prime 2: Echoes,Nintendo GameCube,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04,1.33
1531,Resident Evil Zero,Nintendo GameCube,2002,Action,Capcom,0.54,0.27,0.45,0.04,1.29
1567,Sonic Adventure DX: Director's Cut,Nintendo GameCube,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27
1593,Pokemon XD: Gale of Darkness,Nintendo GameCube,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25
1636,Mario Power Tennis,Nintendo GameCube,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22
1663,Need for Speed Underground,Nintendo GameCube,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1671,Pikmin 2,Nintendo GameCube,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
1701,Spider-Man: The Movie,Nintendo GameCube,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19
1777,Donkey Konga,Nintendo GameCube,2003,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15
1802,Need for Speed Underground 2,Nintendo GameCube,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03,1.14
1868,Tales of Symphonia,Nintendo GameCube,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1
1916,Star Fox: Assault,Nintendo GameCube,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08
1999,Naruto: Clash of Ninja 2,Nintendo GameCube,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04
2032,Shrek 2,Nintendo GameCube,2004,Platform,Activision,0.73,0.26,0.01,0.03,1.02
2086,The Simpsons: Hit & Run,Nintendo GameCube,2003,Racing,Vivendi Games,0.77,0.2,0,0.03,0.99
2103,Shadow The Hedgehog,Nintendo GameCube,2005,Platform,Sega,0.76,0.2,0,0.03,0.99
2146,LEGO Star Wars II: The Original Trilogy,Nintendo GameCube,2006,Action,LucasArts,0.75,0.19,0,0.03,0.97
2178,SpongeBob SquarePants: Battle for Bikini Bottom,Nintendo GameCube,2003,Platform,THQ,0.74,0.19,0,0.03,0.95
2200,The SpongeBob SquarePants Movie,Nintendo GameCube,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
2241,Cars,Nintendo GameCube,2006,Racing,THQ,0.72,0.19,0,0.03,0.93
2269,Sonic Riders,Nintendo GameCube,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
2339,Finding Nemo,Nintendo GameCube,2003,Action,THQ,0.69,0.18,0,0.02,0.89
2455,Spider-Man 2,Nintendo GameCube,2004,Action,Activision,0.65,0.17,0,0.02,0.84
2463,The Incredibles,Nintendo GameCube,2004,Action,THQ,0.65,0.17,0,0.02,0.84
2509,Tony Hawk's Pro Skater 3,Nintendo GameCube,2001,Sports,Activision,0.64,0.17,0,0.02,0.82
2542,The Legend of Zelda: Four Swords Adventures,Nintendo GameCube,2004,Action,Nintendo,0.63,0.16,0,0.02,0.81
2568,Star Wars Rogue Squadron III: Rebel Strike,Nintendo GameCube,2003,Simulation,LucasArts,0.62,0.16,0,0.02,0.8
